"CAS_number"	"Product_name"	"Active_substance"	"Active_substance_original"	"CAS_drugbank"	"Name_drugbank"	"InChiKey_drugbank"	"InChi_drugbank"	"SMILES_drugbank"	"ATC_codes_drugbank"	"Solubility_drugbank"	"MOA_drugbank"	"ID_drugbank"	"CAS_pubchem"	"CID_pubchem"	"Active_substance_pubchem"	"MolecularFormula_pubchem"	"MolecularWeight_pubchem"	"CanonicalSMILES_pubchem"	"IsomericSMILES_pubchem"	"InChI_pubchem"	"InChIKey_pubchem"	"IUPACName_pubchem"	"XLogP_pubchem"	"actMass_pubchem"
"1841-19-6"	"Imap"	"fluspirilene"	"Fluspirilene"	"1841-19-6"	"fluspirilene"	"QOYHHIBFXOOADH-UHFFFAOYSA-N"	"1S/C29H31F2N3O/c30-24-12-8-22(9-13-24)27(23-10-14-25(31)15-11-23)7-4-18-33-19-16-29(17-20-33)28(35)32-21-34(29)26-5-2-1-3-6-26/h1-3,5-6,8-15,27H,4,7,16-21H2,(H,32,35)"	"FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1"	"N05AG01"	"0.00167 mg/mL"	"Target
Actions
Organism

ADopamine D2 receptor

antagonist
Humans

U5-hydroxytryptamine receptor 2A

antagonist
Humans

UVoltage-dependent calcium channel gamma-1 subunit

inhibitor
Humans"	"DB04842"	"1841-19-6"	3396	"Fluspirilene"	"C29H31F2N3O"	475.6	"C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F"	"C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F"	"InChI=1S/C29H31F2N3O/c30-24-12-8-22(9-13-24)27(23-10-14-25(31)15-11-23)7-4-18-33-19-16-29(17-20-33)28(35)32-21-34(29)26-5-2-1-3-6-26/h1-3,5-6,8-15,27H,4,7,16-21H2,(H,32,35)"	"QOYHHIBFXOOADH-UHFFFAOYSA-N"	"8-[4,4-bis(4-fluorophenyl)butyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one"	5.6	475.24351894
"184475-35-2"	"Gefitad"	"gefitinib"	"Gefitinib"	"184475-35-2"	"gefitinib"	"XGALLCVXEZPNRQ-UHFFFAOYSA-N"	"1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)"	"COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1"	"L01XE02"	"0.027 mg/mL"	"Gefitinib is an inhibitor of the epidermal growth factor receptor (EGFR) tyrosine kinase that binds to the adenosine triphosphate (ATP)-binding site of the enzyme. EGFR is often shown to be overexpressed in certain human carcinoma cells, such as lung and breast cancer cells. Overexpression leads to enhanced activation of the anti-apoptotic Ras signal transduction cascades, subsequently resulting in increased survival of cancer cells and uncontrolled cell proliferation. Gefitinib is the first selective inhibitor of the EGFR tyrosine kinase which is also referred to as Her1 or ErbB-1. By inhibiting EGFR tyrosine kinase, the downstream signaling cascades are also inhibited, resulting in inhibited malignant cell proliferation. 
Target
Actions
Organism

AEpidermal growth factor receptor

antagonist
Humans"	"DB00317"	"184475-35-2"	123631	"Gefitinib"	"C22H24ClFN4O3"	446.9	"COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4"	"COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4"	"InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)"	"XGALLCVXEZPNRQ-UHFFFAOYSA-N"	"N-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-morpholin-4-ylpropoxy)quinazolin-4-amine"	4.1	446.1520965
"185243-69-0"	"Benepali"	"etanercept"	"Etanercept"	"185243-69-0"	"etanercept"	NA	NA	NA	"L04AB01"	""	"There are two distinct receptors for TNF (TNFRs), a 55 kilodalton protein (p55) and a 75 kilodalton protein (p75). The biological activity of TNF is dependent upon binding to either cell surface receptor (p75 or p55).5 Etanercept is a dimeric soluble form of the p75 TNF receptor that can bind to two TNF molecules, thereby effectively removing them from circulation. Notably, etancerpt is only capable of binding to the active trimeric form of TNF as its binding site is located in the cleft between subunits.6TNF is a naturally occurring cytokine that is involved in normal inflammatory and immune responses.5 Increased levels of TNF are found in tissues and fluids of those with rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, and plaque psoriasis. 
Target
Actions
Organism

ATumor necrosis factor


inhibitor
antibody

Humans

ALymphotoxin-alpha

antibody
Humans

UHigh affinity immunoglobulin gamma Fc receptor I

ligand
Humans

ULow affinity immunoglobulin gamma Fc region receptor II-a

ligand
Humans

ULow affinity immunoglobulin gamma Fc region receptor II-b

ligand
Humans

ULow affinity immunoglobulin gamma Fc region receptor II-c

ligand
Humans

ULow affinity immunoglobulin gamma Fc region receptor III-A

ligand
Humans

ULow affinity immunoglobulin gamma Fc region receptor III-B

ligand
Humans

UComplement component 1q (C1q)

ligand
Humans"	"DB00005"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18559-94-9"	"Atrodual"	"salbutamol sulfate"	"Salbutamol Sulfate"	"18559-94-9"	"salbutamol"	"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"1S/C13H21NO3/c1-13(2,3)14-7-12(17)9-4-5-11(16)10(6-9)8-15/h4-6,12,14-17H,7-8H2,1-3H3"	"CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1"	"R03AK04|R03AC02|R03CC02|R03AK13|R03AL02"	"2.15 mg/mL"	"In vitro studies and in vivo pharmacologic studies have shown that salbutamol has a preferential effect on beta2-adrenergic receptors compared with isoproterenol.Label,3,4 Although beta2­ adrenoceptors are the predominant adrenergic receptors in bronchial smooth muscle and beta1 adrenoceptors are the predominant receptors in the heart, there are also beta2-adrenoceptors in the human heart comprising 10% to 50% of the total beta-adrenoceptors.Label,3,4 The precise function of these receptors has not been established, but their presence raises the possibility that even selective beta2-agonists may have cardiac effects.Label,3,4
Activation of beta2-adrenergic receptors on airway smooth muscle leads to the activation of adenyl cyclase and to an increase in the intracellular concentration of cyclic-3',5'-adenosine monophosphate (cyclic AMP).Label,3,4 This increase of cyclic AMP leads to the activation of protein kinase A, which inhibits the phosphorylation of myosin and lowers intracellular ionic calcium concentrations, resulting in relaxation.Label,3,4 Salbutamol relaxes the smooth muscles of all airways, from the trachea to the terminal bronchioles.Label,3,4 Salbutamol acts as a functional antagonist to relax the airway irrespective of the spasmogen involved, thus protecting against all bronchoconstrictor challenges.Label,3,4 Increased cyclic AMP concentrations are also associated with the inhibition of release of mediators from mast cells in the airway.Label,3,4
Salbutamol has been shown in most controlled clinical trials to have more effect on the respiratory tract, in the form of bronchial smooth muscle relaxation, than isoproterenol at comparable doses while producing fewer cardiovascular effects.Label,3,4 Controlled clinical studies and other clinical experience have shown that inhaled albuterol, like other beta-adrenergic agonist drugs, can produce a significant cardiovascular effect in some patients, as measured by pulse rate, blood pressure, symptoms, and/or electrocardiographic changes.Label,3,4
A measurable decrease in airway resistance is typically observed within 5 to 15 minutes after inhalation of salbutamol.Label,3,4 The maximum improvement in pulmonary function usually occurs 60 to 90 minutes after salbutamol treatment, and significant bronchodilator activity has been observed to persist for 3 to 6 hours.Label,3,4
Target
Actions
Organism

ABeta-2 adrenergic receptor

agonist
Humans

UBeta-1 adrenergic receptor

agonist
Humans

UBeta-3 adrenergic receptor

Not Available
Humans"	"DB01001"	"51022-70-9"	39859	"Salbutamol"	"C13H21NO3"	239.31	"CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O"	"CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O"	"InChI=1S/C13H21NO3/c1-13(2,3)14-7-12(17)9-4-5-11(16)10(6-9)8-15/h4-6,12,14-17H,7-8H2,1-3H3"	"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol"	0.3	239.15214353
"186018-45-1"	"Myalepta"	"metreleptin"	"Metreleptin"	"186018-45-1"	"metreleptin"	NA	NA	NA	"A16AA07"	""	"Metreleptin functions by binding to and activating the human leptin receptor (ObR), which belongs to the Class I cytokine family of receptors that signals through the JAK/STAT transduction pathway.
Target
Actions
Organism

ALeptin receptor

agonist
Humans"	"DB09046"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"186691-13-4"	"Acopair"	"tiotropium"	"Tiotropium"	"186691-13-4"	"tiotropium"	"LERNTVKEWCAPOY-DZZGSBJMSA-N"	"1S/C19H22NO4S2/c1-20(2)12-9-11(10-13(20)17-16(12)24-17)23-18(21)19(22,14-5-3-7-25-14)15-6-4-8-26-15/h3-8,11-13,16-17,22H,9-10H2,1-2H3/q+1/t11-,12-,13+,16-,17+"	"[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1"	"R03AL06|R03BB04|R03BB54|R03AL10"	""	"Tiotropium is an antagonist of muscarinic receptors M1 to M5.1,2,3,4,5 Inhibition of the M3 receptor in the smooth muscle of the lungs leads to relaxation of smooth muscle and bronchodilation.1,2,3,4,5
Target
Actions
Organism

AMuscarinic acetylcholine receptor M3

antagonist
Humans

UMuscarinic acetylcholine receptor M1

antagonist
Humans

UMuscarinic acetylcholine receptor M2

antagonist
Humans

UMuscarinic acetylcholine receptor M4

Not Available
Humans

UMuscarinic acetylcholine receptor M5

Not Available
Humans"	"DB01409"	NA	5487427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"187235-37-6"	"Dovprela"	"pretomanid"	"Pretomanid"	"187235-37-6"	"pretomanid"	"ZLHZLMOSPGACSZ-NSHDSACASA-N"	"1S/C14H12F3N3O5/c15-14(16,17)25-10-3-1-9(2-4-10)7-23-11-5-19-6-12(20(21)22)18-13(19)24-8-11/h1-4,6,11H,5,7-8H2/t11-/m0/s1"	"[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1"	NA	"0.0117 mg/mL"	"Pretomanid is a prodrug which is metabolically activated by a nitroreductase enzyme, known as Ddn, producing various active metabolites that are responsible for its other therapeutic actions, particularly the induction of nitric oxide. The nitroreductase enzyme which activates pretomanid is deazaflavin dependent and relies on reduced cofactor F420. Reduction of F420 occurs via the enzyme glucose-6-phosphate dehydrogenase.10 Reduction of pretomanid's imidazole ring at the C-3 position causes the formation of the metabolites, which include a des-nitro derivative. The formation of this derivative leads to increased levels of nitric oxide, leading to bactericidal activities under anaerobic conditions via its action as a bacterial respiratory poison.3,10 Bactericidal activity against anaerobes is reported to be associated with a shortened duration of antibiotic treatment.4
Pretomanid exerts aerobic bactericidal effects through its inhibitory actions on bacterial cell wall mycolic acid biosynthesis. This allows for the killing of actively replicating Mycobacterium tuberculosis bacteria, resulting in the treatment of active tuberculosis infection.4,10 The molecular mechanism of the above bactericidal effects is poorly understood at this time, but may involve effects exerted on various genes that affect the cell wall, including the fasI and fasII as well as the efpA and iniBAC operons. Other possible targets include the genes of the cyd operon. The clinical effects of the above target relations are unknown at this time.5
Target
Actions
Organism

UFatty acid synthetase

other/unknown
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)

UUncharacterized MFS-type transporter EfpA

other/unknown
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)

UNucleoid-associated protein Lsr2

other/unknown
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)

UCyd operon, Mycobacterium tuberculosis

other/unknown
Mycobacterium tuberculosis

UEnoyl-[acyl-carrier-protein] reductase [NADH]

other/unknown
Mycobacterium tuberculosis"	"DB05154"	NA	456199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1874157-95-5"	"Kimmtrak"	"tebentafusp"	"Tebentafusp"	"1874157-95-5"	"tebentafusp"	NA	NA	NA	NA	""	"Glycoprotein 100 (gp100) is a transmembrane glycoprotein highly expressed in melanoma cells and weakly expressed by normal melanocytes or other tissues. Gp100 is presented as a human leukocyte antigen (HLA)-peptide complex on the cell surface. Gp100 has a particularly high affinity for the HLA-A subtype HLA-A*02:01.1,2 HLAs are part of a protein complex that normally regulates immune function: natural T cell responses are initiated by the interaction between the T-cell receptor (TCR) and its peptide antigen, such as gp100, presented by HLA on the surface of a target cell.3
Tebentafusp is a bispecific gp100 peptide-HLA-A02:01 directed T cell receptor CD3 T cell engager. It consists of a TCR targeting domain - or a TCR arm - fused to a single-chain variable fragment (scFv) anti-CD3 effector domain.1 The TCR arm binds to a gp100 peptide bound to HLA-A02:01 on the uveal melanoma tumour cell surface. The anti-CD3 effector domain of tebentafusp engages and activates CD3+ T cells to inflammatory cytokines and cytolytic proteins, which results in direct lysis of uveal melanoma tumour cells.4 The anti-CD3 fragment of the drug has a lower affinity, so the T cells are not stimulated unless tebentafusp has detected gp100.2 As the HLA-A02:01 subtype is not present in all individuals,2 tebentafusp is only effective in HLA-A02:01-positive patients.4
Target
Actions
Organism

AMelanocyte protein PMEL

binder
Humans"	"DB15283"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"188039-54-5"	"Synagis"	"palivizumab"	"Palivizumab"	"188039-54-5"	"palivizumab"	NA	NA	NA	"J06BB16"	""	"Palivizumab binds to the fusion glycoprotein of RSV. This prevents its binding and uptake by host cellular receptors.
Target
Actions
Organism

AFusion glycoprotein F0

Not Available
Human respiratory syncytial virus B (strain 18537)

ULow affinity immunoglobulin gamma Fc region receptor III-B

Not Available
Humans

UComplement C1r subcomponent

Not Available
Humans

UComplement C1q subcomponent subunit A

Not Available
Humans

UComplement C1q subcomponent subunit B

Not Available
Humans

UComplement C1q subcomponent subunit C

Not Available
Humans

ULow affinity immunoglobulin gamma Fc region receptor III-A

Not Available
Humans

UHigh affinity immunoglobulin gamma Fc receptor I

Not Available
Humans

ULow affinity immunoglobulin gamma Fc region receptor II-b

Not Available
Humans"	"DB00110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1881-20-5"	"Solu-Volon A"	"triamcinolone acetonide dipotassium phosphate"	"Triamcinolone Acetonide Dipotassium Phosphate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1881-20-5"	101332022	"Triamcinolone Acetonide Dipotassium Phosphate"	"C24H30FK2O9P"	590.7	"CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)COP(=O)([O-])[O-])C)O)F)C)C.[K+].[K+]"	"C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)COP(=O)([O-])[O-])CCC5=CC(=O)C=C[C@@]53C)F)O.[K+].[K+]"	"InChI=1S/C24H32FO9P.2K/c1-20(2)33-19-10-16-15-6-5-13-9-14(26)7-8-21(13,3)23(15,25)17(27)11-22(16,4)24(19,34-20)18(28)12-32-35(29,30)31;;/h7-9,15-17,19,27H,5-6,10-12H2,1-4H3,(H2,29,30,31);;/q;2*+1/p-2/t15-,16-,17-,19+,21-,22-,23-,24+;;/m0../s1"	"ADUXNTBVOJJWMK-AREPQIRLSA-L"	"dipotassium;[2-[(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] phosphate"	NA	590.0885607
"188627-80-7"	"Eptifibatide Accord"	"eptifibatide"	"Eptifibatide"	"188627-80-7"	"eptifibatide"	NA	NA	"C35H49N11O9S2"	"B01AC16"	""	"Eptifibatide inhibits platelet aggregation by reversibly binding to the platelet receptor glycoprotein (GP) IIb/IIIa of human platelets, thus preventing the binding of fibrinogen, von Willebrand factor, and other adhesive ligands. Inhibition of platelet aggregation occurs in a dose- and concentration-dependent manner.
Target
Actions
Organism

AIntegrin beta-3

Not Available
Humans

UVoltage-dependent N-type calcium channel

antagonist
Humans"	"DB00063"	"157630-07-4"	448812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18883-66-4"	"Streptozocina Keocyt"	"streptozocin"	"Streptozocin"	"18883-66-4"	"streptozocin"	"ZSJLQEPLLKMAKR-GKHCUFPYSA-N"	"1S/C8H15N3O7/c1-11(10-17)8(16)9-4-6(14)5(13)3(2-12)18-7(4)15/h3-7,12-15H,2H2,1H3,(H,9,16)/t3-,4-,5-,6-,7+/m1/s1"	"CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O"	"L01AD04"	"33.5 mg/mL"	"Although its mechanism of action is not completely clear, streptozocin is known to inhibit DNA synthesis, interfere with biochemical reactions of NAD and NADH, and inhibit some enzymes involved in gluconeogenesis. Its activity appears to occur as a result of formation of methylcarbonium ions, which alkylate or bind with many intracellular molecular structures including nucleic acids. Its cytotoxic action is probably due to cross-linking of strands of DNA, resulting in inhibition of DNA synthesis.
Target
Actions
Organism

AO-GlcNAcase BT_4395

antagonist
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482)

ADNA

cross-linking/alkylation
Humans

USolute carrier family 2, facilitated glucose transporter member 2

ligand
Humans

UBifunctional protein NCOAT

Not Available
Humans"	"DB00428"	"18883-66-4"	29327	"Streptozocin"	"C8H15N3O7"	265.22	"CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O"	"CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O"	"InChI=1S/C8H15N3O7/c1-11(10-17)8(16)9-4-6(14)5(13)3(2-12)18-7(4)15/h3-7,12-15H,2H2,1H3,(H,9,16)/t3-,4-,5-,6-,7+/m1/s1"	"ZSJLQEPLLKMAKR-GKHCUFPYSA-N"	"1-methyl-1-nitroso-3-[(2S,3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]urea"	-1.4	265.09099983
"189261-10-7"	"Tysabri"	"natalizumab"	"Natalizumab"	"189261-10-7"	"natalizumab"	NA	NA	NA	"L04AA23"	""	"Binds to the a4-subunit of a4b 1 and a4b 7 integrins expressed on the surface of all leukocytes except neutrophils, and inhibits the a4-mediated adhesion of leukocytes to their counter-receptor(s).
Target
Actions
Organism

AIntegrin alpha-4

antibody
Humans

ULow affinity immunoglobulin gamma Fc region receptor III-B

Not Available
Humans

UIntercellular adhesion molecule 1

Not Available
Humans

UHigh affinity immunoglobulin gamma Fc receptor I

Not Available
Humans"	"DB00108"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1905409-39-3"	"Lunsumio"	"mosunetuzumab"	"Mosunetuzumab"	"1905409-39-3"	"mosunetuzumab"	NA	NA	NA	NA	""	"Mosunetuzumab is a full-length, humanized anti-CD20/CD3 bispecific antibody that targets CD20-expressing B-cells.1,4 Unlike B-cell-targeting monoclonal antibodies, such as rituximab, mosunetuzumab can recognize and bind two different targets, CD20 on cancer B-cells and CD3 on T-cells in a 1:1 ratio.1,2 Mosunetuzumab is a conditional agonist; the targeted killing of CD20-expressing B-cells is observed only when this drug is simultaneously bound to CD20 on B-cells and CD3 on T-cells. Mosunetuzumab recruits T-cells and leads to their activation by promoting the formation of an immunologic synapse between a target B-cell and a cytotoxic T-cell. The activation of T-cells leads to the directed release of perforin and granzymes through the immunologic synapsis, which ultimately induces B-cell lysis and cell death.4
Target
Actions
Organism

AB-lymphocyte antigen CD20

binder
Humans

AT-cell surface glycoprotein CD3 epsilon chain

binder
Humans"	"DB15434"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
